usefulCount,sideEffects,rating
45,Severe Side Effects,4
18,Mild Side Effects,5
6,Mild Side Effects,1
3,Severe Side Effects,1
7,No Side Effects,4
20,Moderate Side Effects,4
9,Moderate Side Effects,1
16,No Side Effects,5
2,No Side Effects,5
34,Moderate Side Effects,5
4,Mild Side Effects,5
148,Severe Side Effects,5
24,Mild Side Effects,4
34,No Side Effects,4
56,No Side Effects,3
9,Mild Side Effects,5
26,Mild Side Effects,2
23,Moderate Side Effects,5
3,Mild Side Effects,1
114,Mild Side Effects,5
10,Mild Side Effects,5
0,Severe Side Effects,1
40,Mild Side Effects,5
70,Moderate Side Effects,5
31,Moderate Side Effects,4
12,Mild Side Effects,3
19,Extremely Severe Side Effects,5
28,No Side Effects,4
9,No Side Effects,5
4,Severe Side Effects,1
32,No Side Effects,5
35,No Side Effects,3
3,Mild Side Effects,2
18,Mild Side Effects,3
113,Mild Side Effects,1
9,Severe Side Effects,5
34,Moderate Side Effects,4
11,No Side Effects,4
6,No Side Effects,4
34,Mild Side Effects,5
118,Severe Side Effects,5
92,Mild Side Effects,4
81,Moderate Side Effects,5
2,Moderate Side Effects,5
42,Mild Side Effects,5
12,Moderate Side Effects,5
36,Moderate Side Effects,3
9,No Side Effects,5
22,Mild Side Effects,4
28,Severe Side Effects,4
13,Mild Side Effects,1
11,Moderate Side Effects,5
0,Mild Side Effects,5
10,Severe Side Effects,3
7,Mild Side Effects,1
14,Mild Side Effects,1
11,Severe Side Effects,2
5,Moderate Side Effects,2
10,No Side Effects,1
8,Moderate Side Effects,4
97,Extremely Severe Side Effects,5
91,Moderate Side Effects,5
6,Moderate Side Effects,5
1,Moderate Side Effects,4
20,Moderate Side Effects,5
3,Mild Side Effects,2
35,Severe Side Effects,1
28,Moderate Side Effects,2
76,Mild Side Effects,1
2,Mild Side Effects,3
2,Moderate Side Effects,5
11,Mild Side Effects,1
25,Mild Side Effects,5
47,No Side Effects,5
6,No Side Effects,1
7,Moderate Side Effects,1
41,Mild Side Effects,4
2,No Side Effects,2
4,Severe Side Effects,1
10,Moderate Side Effects,1
0,Moderate Side Effects,3
30,No Side Effects,5
25,Moderate Side Effects,5
12,Mild Side Effects,1
19,Moderate Side Effects,4
8,Mild Side Effects,1
1,No Side Effects,3
21,Moderate Side Effects,4
1,Mild Side Effects,5
4,No Side Effects,1
12,No Side Effects,5
35,Mild Side Effects,5
10,Mild Side Effects,4
5,Mild Side Effects,3
0,Extremely Severe Side Effects,1
2,No Side Effects,4
12,Mild Side Effects,3
9,Moderate Side Effects,1
28,Mild Side Effects,4
53,Mild Side Effects,5
80,Extremely Severe Side Effects,5
18,Moderate Side Effects,5
8,Severe Side Effects,5
2,No Side Effects,5
15,Mild Side Effects,5
19,Extremely Severe Side Effects,5
33,Severe Side Effects,4
22,Extremely Severe Side Effects,5
18,Extremely Severe Side Effects,5
0,Moderate Side Effects,3
8,No Side Effects,5
23,Moderate Side Effects,5
27,Mild Side Effects,4
35,Mild Side Effects,5
44,Severe Side Effects,5
6,Mild Side Effects,4
16,Severe Side Effects,4
15,No Side Effects,5
7,No Side Effects,1
5,Mild Side Effects,1
3,Moderate Side Effects,1
17,Severe Side Effects,5
6,No Side Effects,5
55,Moderate Side Effects,4
16,Mild Side Effects,3
18,Severe Side Effects,2
24,Mild Side Effects,4
7,No Side Effects,1
5,Moderate Side Effects,5
43,No Side Effects,5
73,Mild Side Effects,2
37,Mild Side Effects,4
36,Mild Side Effects,4
4,Mild Side Effects,5
16,Severe Side Effects,5
21,Moderate Side Effects,4
10,Mild Side Effects,5
13,Severe Side Effects,5
7,Mild Side Effects,1
34,Moderate Side Effects,5
1,Moderate Side Effects,2
82,Mild Side Effects,5
19,Extremely Severe Side Effects,1
389,Extremely Severe Side Effects,5
1,Severe Side Effects,4
0,Moderate Side Effects,1
14,Mild Side Effects,5
4,Moderate Side Effects,1
19,Mild Side Effects,5
34,No Side Effects,3
80,Mild Side Effects,5
52,No Side Effects,5
1,No Side Effects,1
12,No Side Effects,5
23,No Side Effects,4
6,No Side Effects,1
69,No Side Effects,5
32,Mild Side Effects,5
9,No Side Effects,1
6,Mild Side Effects,4
101,Moderate Side Effects,3
20,Mild Side Effects,5
36,No Side Effects,5
1,Mild Side Effects,2
29,No Side Effects,1
7,Severe Side Effects,3
7,Moderate Side Effects,1
145,No Side Effects,5
13,No Side Effects,5
22,Severe Side Effects,5
8,Moderate Side Effects,4
7,Severe Side Effects,5
30,Mild Side Effects,4
14,Severe Side Effects,3
6,Extremely Severe Side Effects,5
226,No Side Effects,5
102,No Side Effects,5
60,Mild Side Effects,5
4,Mild Side Effects,3
9,Mild Side Effects,2
64,Mild Side Effects,5
13,Severe Side Effects,2
1,Mild Side Effects,5
27,No Side Effects,5
7,Moderate Side Effects,5
12,Mild Side Effects,4
8,Mild Side Effects,5
47,Moderate Side Effects,1
29,Moderate Side Effects,4
4,Severe Side Effects,3
62,Moderate Side Effects,5
22,Mild Side Effects,5
43,No Side Effects,5
55,Mild Side Effects,5
30,Mild Side Effects,5
43,Mild Side Effects,5
10,Extremely Severe Side Effects,5
65,Mild Side Effects,5
15,No Side Effects,2
9,Mild Side Effects,1
31,Mild Side Effects,5
28,Mild Side Effects,1
39,No Side Effects,5
5,Mild Side Effects,4
32,Mild Side Effects,5
56,Mild Side Effects,5
15,Mild Side Effects,1
13,No Side Effects,1
0,Mild Side Effects,1
55,Mild Side Effects,3
47,No Side Effects,4
19,Mild Side Effects,5
8,No Side Effects,1
4,Severe Side Effects,5
20,Severe Side Effects,5
25,Mild Side Effects,5
10,No Side Effects,5
9,Extremely Severe Side Effects,3
156,Mild Side Effects,5
26,Severe Side Effects,5
16,No Side Effects,5
21,Mild Side Effects,5
194,No Side Effects,5
16,Moderate Side Effects,5
89,Mild Side Effects,2
15,No Side Effects,1
41,No Side Effects,3
11,Mild Side Effects,5
4,No Side Effects,5
9,Moderate Side Effects,1
34,No Side Effects,5
48,Mild Side Effects,1
68,No Side Effects,5
6,Mild Side Effects,5
22,Mild Side Effects,1
3,No Side Effects,3
13,Moderate Side Effects,5
54,Moderate Side Effects,4
7,Mild Side Effects,5
14,Mild Side Effects,1
3,Mild Side Effects,5
12,Moderate Side Effects,5
12,Mild Side Effects,5
4,No Side Effects,5
29,Mild Side Effects,5
4,No Side Effects,3
29,No Side Effects,5
50,No Side Effects,4
36,Severe Side Effects,5
66,Mild Side Effects,5
3,Severe Side Effects,5
3,Mild Side Effects,1
53,Severe Side Effects,5
50,No Side Effects,4
21,No Side Effects,3
39,Extremely Severe Side Effects,4
7,No Side Effects,5
12,No Side Effects,5
18,Moderate Side Effects,5
42,No Side Effects,5
4,Mild Side Effects,2
44,Mild Side Effects,5
43,Mild Side Effects,5
36,No Side Effects,5
0,Moderate Side Effects,5
30,Severe Side Effects,2
4,No Side Effects,1
14,Moderate Side Effects,4
6,Extremely Severe Side Effects,4
2,No Side Effects,2
30,Severe Side Effects,4
19,Mild Side Effects,5
51,Mild Side Effects,5
10,No Side Effects,4
62,Mild Side Effects,4
0,No Side Effects,5
3,Mild Side Effects,4
8,Moderate Side Effects,5
45,Moderate Side Effects,4
21,No Side Effects,5
4,No Side Effects,3
2,Moderate Side Effects,4
8,Severe Side Effects,5
31,Moderate Side Effects,5
4,Mild Side Effects,2
32,No Side Effects,5
7,Mild Side Effects,5
9,No Side Effects,3
11,No Side Effects,1
9,Mild Side Effects,1
3,No Side Effects,5
84,No Side Effects,5
53,Moderate Side Effects,3
13,Moderate Side Effects,5
24,No Side Effects,2
18,Mild Side Effects,1
47,Mild Side Effects,5
14,Severe Side Effects,1
17,Severe Side Effects,5
2,Mild Side Effects,3
24,Mild Side Effects,5
16,Mild Side Effects,1
8,No Side Effects,5
6,Mild Side Effects,1
16,Severe Side Effects,2
12,Severe Side Effects,4
34,Mild Side Effects,5
3,No Side Effects,1
22,No Side Effects,5
23,Mild Side Effects,3
43,No Side Effects,5
2,Mild Side Effects,4
24,Severe Side Effects,5
60,Extremely Severe Side Effects,5
24,Moderate Side Effects,5
10,Severe Side Effects,5
12,Extremely Severe Side Effects,5
27,Mild Side Effects,4
23,Severe Side Effects,4
2,No Side Effects,1
30,No Side Effects,5
20,No Side Effects,5
13,Severe Side Effects,1
20,No Side Effects,5
77,Mild Side Effects,5
19,No Side Effects,4
19,No Side Effects,5
22,Mild Side Effects,1
0,Moderate Side Effects,5
35,No Side Effects,5
10,Mild Side Effects,5
1,Moderate Side Effects,3
73,Severe Side Effects,5
138,No Side Effects,5
7,Severe Side Effects,1
7,No Side Effects,1
22,Moderate Side Effects,5
29,Moderate Side Effects,5
11,Severe Side Effects,4
16,No Side Effects,5
14,Moderate Side Effects,2
12,Mild Side Effects,2
4,Mild Side Effects,5
54,No Side Effects,5
14,Mild Side Effects,1
19,Severe Side Effects,5
4,Moderate Side Effects,2
3,Mild Side Effects,3
9,Moderate Side Effects,5
73,Extremely Severe Side Effects,5
43,Moderate Side Effects,5
26,Mild Side Effects,4
8,Mild Side Effects,5
34,Mild Side Effects,4
3,Mild Side Effects,2
12,Mild Side Effects,5
26,Mild Side Effects,4
5,No Side Effects,5
43,No Side Effects,5
8,Moderate Side Effects,5
8,No Side Effects,5
19,Mild Side Effects,1
3,Mild Side Effects,2
6,Extremely Severe Side Effects,3
85,Extremely Severe Side Effects,2
0,Mild Side Effects,5
31,Moderate Side Effects,4
18,Mild Side Effects,1
11,Severe Side Effects,5
204,Mild Side Effects,5
16,Severe Side Effects,5
6,Moderate Side Effects,5
12,Moderate Side Effects,5
108,Severe Side Effects,5
16,Mild Side Effects,5
13,Mild Side Effects,5
168,Mild Side Effects,4
55,Moderate Side Effects,5
1,Mild Side Effects,5
15,Severe Side Effects,4
70,Mild Side Effects,4
2,Mild Side Effects,5
97,Mild Side Effects,5
11,No Side Effects,2
35,Moderate Side Effects,5
148,No Side Effects,4
33,Mild Side Effects,5
7,Mild Side Effects,1
26,Moderate Side Effects,5
25,Moderate Side Effects,5
53,Severe Side Effects,4
14,No Side Effects,1
13,Mild Side Effects,5
74,Mild Side Effects,4
44,Mild Side Effects,5
108,Mild Side Effects,5
21,Mild Side Effects,1
99,Mild Side Effects,5
3,Moderate Side Effects,1
29,No Side Effects,5
6,No Side Effects,1
2,Severe Side Effects,5
0,No Side Effects,4
5,Severe Side Effects,3
5,No Side Effects,1
2,Extremely Severe Side Effects,2
14,No Side Effects,5
95,No Side Effects,5
33,Mild Side Effects,5
66,No Side Effects,5
11,Extremely Severe Side Effects,1
44,Mild Side Effects,5
3,Moderate Side Effects,1
39,Mild Side Effects,5
1,Mild Side Effects,3
6,No Side Effects,1
17,Moderate Side Effects,5
13,Moderate Side Effects,3
13,Mild Side Effects,5
42,No Side Effects,5
34,No Side Effects,2
12,Mild Side Effects,5
29,Extremely Severe Side Effects,5
8,Moderate Side Effects,2
16,No Side Effects,5
0,No Side Effects,3
17,Mild Side Effects,5
64,No Side Effects,5
92,No Side Effects,5
31,Severe Side Effects,3
8,Mild Side Effects,3
59,Severe Side Effects,4
15,Mild Side Effects,3
16,No Side Effects,5
3,Moderate Side Effects,1
46,Mild Side Effects,2
7,Mild Side Effects,2
65,Mild Side Effects,5
32,Mild Side Effects,5
3,No Side Effects,1
28,No Side Effects,1
4,No Side Effects,1
5,No Side Effects,5
82,Mild Side Effects,5
4,No Side Effects,5
54,Mild Side Effects,3
3,Severe Side Effects,1
17,No Side Effects,5
27,Mild Side Effects,5
13,Mild Side Effects,1
69,No Side Effects,1
13,Mild Side Effects,5
4,Mild Side Effects,5
7,No Side Effects,4
36,No Side Effects,1
113,Moderate Side Effects,5
5,No Side Effects,1
2,Mild Side Effects,1
27,No Side Effects,5
10,Moderate Side Effects,3
13,Severe Side Effects,5
95,Mild Side Effects,5
35,Mild Side Effects,1
1,Severe Side Effects,5
2,No Side Effects,1
2,Mild Side Effects,5
44,Mild Side Effects,5
1,Mild Side Effects,5
8,No Side Effects,2
182,Mild Side Effects,5
17,No Side Effects,4
123,Moderate Side Effects,5
2,Mild Side Effects,3
64,Mild Side Effects,5
29,No Side Effects,1
131,Mild Side Effects,4
2,Mild Side Effects,4
54,No Side Effects,5
82,No Side Effects,4
13,Moderate Side Effects,5
7,No Side Effects,2
29,Extremely Severe Side Effects,5
26,No Side Effects,4
27,Moderate Side Effects,5
2,Severe Side Effects,1
26,Moderate Side Effects,5
152,No Side Effects,5
8,No Side Effects,4
0,Moderate Side Effects,1
6,Mild Side Effects,5
103,No Side Effects,5
43,No Side Effects,5
25,No Side Effects,1
48,No Side Effects,5
10,Moderate Side Effects,5
14,Moderate Side Effects,5
2,No Side Effects,5
17,Mild Side Effects,1
7,Severe Side Effects,5
14,No Side Effects,5
0,Extremely Severe Side Effects,1
1,Mild Side Effects,5
3,Mild Side Effects,1
17,Mild Side Effects,4
0,Mild Side Effects,2
1,Mild Side Effects,5
3,No Side Effects,2
12,Extremely Severe Side Effects,4
27,Mild Side Effects,4
16,Mild Side Effects,1
61,Severe Side Effects,4
4,Moderate Side Effects,5
4,Severe Side Effects,5
14,Extremely Severe Side Effects,4
33,Mild Side Effects,5
0,Moderate Side Effects,1
42,No Side Effects,1
34,Mild Side Effects,5
54,Extremely Severe Side Effects,5
35,No Side Effects,4
14,Extremely Severe Side Effects,1
18,Mild Side Effects,4
12,Severe Side Effects,4
7,Mild Side Effects,5
0,Extremely Severe Side Effects,3
19,No Side Effects,5
4,Mild Side Effects,3
97,Extremely Severe Side Effects,5
9,Mild Side Effects,4
7,Mild Side Effects,1
13,Mild Side Effects,5
32,No Side Effects,3
0,Moderate Side Effects,1
11,Mild Side Effects,1
9,Severe Side Effects,2
4,No Side Effects,3
51,Mild Side Effects,5
51,Moderate Side Effects,5
3,Mild Side Effects,1
7,Mild Side Effects,3
1,Mild Side Effects,4
5,Mild Side Effects,1
3,Mild Side Effects,1
17,Moderate Side Effects,5
5,Mild Side Effects,1
6,No Side Effects,4
26,Mild Side Effects,5
49,Moderate Side Effects,1
2,Mild Side Effects,4
35,Severe Side Effects,5
25,No Side Effects,2
226,Moderate Side Effects,5
14,Extremely Severe Side Effects,1
0,Mild Side Effects,1
21,No Side Effects,5
26,Mild Side Effects,5
12,Severe Side Effects,4
16,No Side Effects,5
13,No Side Effects,2
949,Moderate Side Effects,5
15,Moderate Side Effects,2
64,Severe Side Effects,4
4,Mild Side Effects,2
18,Moderate Side Effects,5
57,Extremely Severe Side Effects,1
26,Moderate Side Effects,1
18,Mild Side Effects,5
39,No Side Effects,5
4,Mild Side Effects,5
20,No Side Effects,5
11,Mild Side Effects,4
3,No Side Effects,3
219,No Side Effects,5
13,Severe Side Effects,1
0,Moderate Side Effects,5
33,Severe Side Effects,2
27,Severe Side Effects,5
20,Mild Side Effects,5
8,No Side Effects,4
3,No Side Effects,5
5,No Side Effects,5
0,Moderate Side Effects,5
10,Moderate Side Effects,5
4,No Side Effects,1
9,No Side Effects,1
6,Extremely Severe Side Effects,5
9,Moderate Side Effects,5
44,No Side Effects,5
3,Severe Side Effects,1
47,Moderate Side Effects,5
29,Extremely Severe Side Effects,5
8,Moderate Side Effects,5
30,No Side Effects,3
89,Extremely Severe Side Effects,5
27,Moderate Side Effects,4
8,Mild Side Effects,5
37,No Side Effects,1
5,Mild Side Effects,5
47,No Side Effects,5
15,Mild Side Effects,5
6,Moderate Side Effects,5
4,No Side Effects,1
6,Mild Side Effects,5
2,Moderate Side Effects,1
20,Mild Side Effects,5
41,No Side Effects,1
3,Extremely Severe Side Effects,5
0,Moderate Side Effects,5
36,Mild Side Effects,4
27,Mild Side Effects,1
12,Severe Side Effects,5
3,Mild Side Effects,2
8,Mild Side Effects,2
2,Mild Side Effects,1
7,Moderate Side Effects,5
19,Moderate Side Effects,5
0,Mild Side Effects,5
12,Mild Side Effects,3
31,No Side Effects,4
6,Mild Side Effects,4
11,No Side Effects,5
26,No Side Effects,4
31,Mild Side Effects,1
15,Severe Side Effects,5
13,Mild Side Effects,3
13,Moderate Side Effects,5
11,No Side Effects,1
79,No Side Effects,5
45,Mild Side Effects,3
10,Moderate Side Effects,4
35,Extremely Severe Side Effects,2
0,No Side Effects,4
1,Mild Side Effects,1
10,Mild Side Effects,5
40,Moderate Side Effects,5
40,No Side Effects,4
49,Moderate Side Effects,5
23,Moderate Side Effects,1
12,Mild Side Effects,1
42,Mild Side Effects,1
1,No Side Effects,3
14,No Side Effects,5
4,No Side Effects,5
13,No Side Effects,1
25,Mild Side Effects,1
20,No Side Effects,5
6,Severe Side Effects,5
16,Mild Side Effects,2
38,Mild Side Effects,4
20,Mild Side Effects,5
18,Mild Side Effects,5
0,No Side Effects,1
5,Moderate Side Effects,5
19,Mild Side Effects,2
1,Severe Side Effects,1
26,Severe Side Effects,5
2,Extremely Severe Side Effects,5
17,Moderate Side Effects,5
12,Mild Side Effects,3
4,Moderate Side Effects,4
11,Severe Side Effects,5
14,Mild Side Effects,4
58,Mild Side Effects,4
7,Severe Side Effects,5
67,No Side Effects,5
17,Moderate Side Effects,5
4,No Side Effects,5
16,Moderate Side Effects,5
15,No Side Effects,5
3,Moderate Side Effects,2
11,Moderate Side Effects,5
32,Moderate Side Effects,5
8,Mild Side Effects,5
5,Mild Side Effects,1
8,Mild Side Effects,5
38,Moderate Side Effects,5
5,Severe Side Effects,2
23,Moderate Side Effects,1
18,Mild Side Effects,5
21,No Side Effects,1
45,Mild Side Effects,4
18,Moderate Side Effects,1
0,Severe Side Effects,1
36,No Side Effects,5
8,No Side Effects,2
49,Mild Side Effects,5
12,Moderate Side Effects,5
1,Mild Side Effects,1
15,Extremely Severe Side Effects,5
14,Mild Side Effects,5
157,No Side Effects,5
105,Severe Side Effects,3
2,Severe Side Effects,5
87,Mild Side Effects,3
16,Mild Side Effects,5
24,Mild Side Effects,5
20,No Side Effects,5
33,Extremely Severe Side Effects,1
5,No Side Effects,3
11,Severe Side Effects,5
13,No Side Effects,5
3,Mild Side Effects,1
11,Moderate Side Effects,4
11,No Side Effects,4
8,Moderate Side Effects,5
3,Moderate Side Effects,4
9,No Side Effects,4
2,Mild Side Effects,1
0,Mild Side Effects,4
7,No Side Effects,1
28,Mild Side Effects,5
12,Severe Side Effects,5
0,No Side Effects,3
6,Moderate Side Effects,1
42,Mild Side Effects,4
9,Mild Side Effects,5
23,Mild Side Effects,4
15,Moderate Side Effects,5
32,Mild Side Effects,5
114,Extremely Severe Side Effects,3
66,Severe Side Effects,5
9,Extremely Severe Side Effects,1
5,No Side Effects,1
16,Mild Side Effects,5
18,No Side Effects,5
17,Moderate Side Effects,5
5,Extremely Severe Side Effects,5
1,Moderate Side Effects,4
13,Mild Side Effects,2
34,Moderate Side Effects,5
19,Mild Side Effects,1
73,Moderate Side Effects,5
2,No Side Effects,3
171,No Side Effects,5
86,No Side Effects,5
10,No Side Effects,5
24,Moderate Side Effects,1
31,Severe Side Effects,1
37,No Side Effects,5
101,Moderate Side Effects,5
18,Mild Side Effects,1
43,Severe Side Effects,5
9,Mild Side Effects,3
3,Mild Side Effects,1
102,Mild Side Effects,4
7,Mild Side Effects,4
33,Extremely Severe Side Effects,2
3,Mild Side Effects,5
5,Moderate Side Effects,5
2,Mild Side Effects,3
57,Extremely Severe Side Effects,4
32,Mild Side Effects,4
37,Moderate Side Effects,4
11,Severe Side Effects,1
22,Mild Side Effects,5
3,Moderate Side Effects,4
18,Severe Side Effects,1
20,Mild Side Effects,5
61,Mild Side Effects,5
2,Mild Side Effects,5
4,Moderate Side Effects,2
4,No Side Effects,1
28,Moderate Side Effects,1
26,No Side Effects,1
40,Severe Side Effects,5
14,Extremely Severe Side Effects,5
0,Moderate Side Effects,5
23,Mild Side Effects,5
6,No Side Effects,3
24,Moderate Side Effects,5
17,Mild Side Effects,5
16,No Side Effects,4
15,Severe Side Effects,5
7,Mild Side Effects,5
31,Severe Side Effects,5
18,Moderate Side Effects,5
13,Mild Side Effects,3
6,Moderate Side Effects,1
87,No Side Effects,4
52,Moderate Side Effects,4
47,Extremely Severe Side Effects,3
89,No Side Effects,5
2,Severe Side Effects,5
2,Mild Side Effects,4
58,No Side Effects,3
82,No Side Effects,5
30,Extremely Severe Side Effects,1
107,Mild Side Effects,5
35,No Side Effects,3
61,Mild Side Effects,5
9,Mild Side Effects,1
2,Mild Side Effects,1
14,Mild Side Effects,5
34,No Side Effects,4
89,No Side Effects,5
9,Severe Side Effects,4
20,Mild Side Effects,5
22,Mild Side Effects,1
145,Severe Side Effects,5
7,Mild Side Effects,1
14,Moderate Side Effects,5
91,Mild Side Effects,5
140,No Side Effects,5
1,Severe Side Effects,5
12,Mild Side Effects,5
30,Mild Side Effects,3
42,Mild Side Effects,5
17,Mild Side Effects,1
13,Severe Side Effects,3
24,Severe Side Effects,5
13,Moderate Side Effects,5
18,No Side Effects,5
6,Moderate Side Effects,4
8,Extremely Severe Side Effects,3
26,Mild Side Effects,4
1,Moderate Side Effects,2
8,No Side Effects,4
19,Mild Side Effects,4
24,No Side Effects,5
10,Mild Side Effects,5
122,Moderate Side Effects,5
37,Severe Side Effects,3
64,No Side Effects,5
16,Mild Side Effects,5
0,Mild Side Effects,5
107,Moderate Side Effects,4
6,No Side Effects,3
3,No Side Effects,1
69,Mild Side Effects,5
33,No Side Effects,2
1,Extremely Severe Side Effects,1
42,Mild Side Effects,1
0,Severe Side Effects,1
60,No Side Effects,5
15,Severe Side Effects,5
8,No Side Effects,4
44,Extremely Severe Side Effects,5
20,No Side Effects,4
9,Moderate Side Effects,5
75,Mild Side Effects,5
45,No Side Effects,5
15,Moderate Side Effects,5
19,No Side Effects,5
61,Severe Side Effects,5
11,No Side Effects,5
8,Moderate Side Effects,5
45,Mild Side Effects,5
12,Moderate Side Effects,5
6,Mild Side Effects,4
6,No Side Effects,5
36,Extremely Severe Side Effects,4
91,Severe Side Effects,4
6,Mild Side Effects,1
42,Extremely Severe Side Effects,1
38,Extremely Severe Side Effects,5
15,Extremely Severe Side Effects,1
15,Mild Side Effects,3
14,Mild Side Effects,1
11,Mild Side Effects,1
23,Severe Side Effects,4
62,Mild Side Effects,5
19,Mild Side Effects,4
42,Moderate Side Effects,4
35,No Side Effects,4
1,Moderate Side Effects,1
17,Moderate Side Effects,2
110,No Side Effects,5
29,Moderate Side Effects,1
23,Severe Side Effects,5
13,Mild Side Effects,4
18,No Side Effects,3
7,No Side Effects,1
15,Severe Side Effects,1
4,Mild Side Effects,1
56,No Side Effects,5
29,Mild Side Effects,4
46,No Side Effects,5
22,Moderate Side Effects,1
19,Extremely Severe Side Effects,4
9,Moderate Side Effects,2
9,Extremely Severe Side Effects,5
10,Moderate Side Effects,5
0,Severe Side Effects,5
6,No Side Effects,4
6,No Side Effects,1
8,No Side Effects,2
3,Mild Side Effects,5
7,Mild Side Effects,3
75,Mild Side Effects,1
21,Moderate Side Effects,5
12,Moderate Side Effects,1
9,Moderate Side Effects,5
23,Moderate Side Effects,4
9,No Side Effects,5
30,No Side Effects,1
45,No Side Effects,3
13,Extremely Severe Side Effects,2
23,Extremely Severe Side Effects,5
0,Mild Side Effects,5
1,Severe Side Effects,5
3,Moderate Side Effects,2
11,No Side Effects,5
10,Mild Side Effects,5
3,Moderate Side Effects,1
93,Moderate Side Effects,1
48,Severe Side Effects,4
77,Severe Side Effects,4
0,No Side Effects,3
20,Mild Side Effects,5
7,Moderate Side Effects,4
24,No Side Effects,5
38,Mild Side Effects,5
12,No Side Effects,5
18,Mild Side Effects,1
19,Severe Side Effects,5
69,No Side Effects,5
37,No Side Effects,1
10,No Side Effects,5
6,Moderate Side Effects,5
38,No Side Effects,5
10,Mild Side Effects,5
15,Severe Side Effects,5
43,Mild Side Effects,5
14,No Side Effects,1
131,Mild Side Effects,5
11,No Side Effects,5
5,No Side Effects,3
63,Moderate Side Effects,5
4,No Side Effects,1
140,Severe Side Effects,1
8,No Side Effects,4
12,Moderate Side Effects,1
4,Severe Side Effects,1
23,Moderate Side Effects,1
30,No Side Effects,5
40,Severe Side Effects,5
28,No Side Effects,5
111,Moderate Side Effects,5
46,Mild Side Effects,3
3,Severe Side Effects,5
9,Mild Side Effects,5
13,Mild Side Effects,5
4,No Side Effects,3
1,Moderate Side Effects,5
80,Severe Side Effects,5
1,Mild Side Effects,4
49,Severe Side Effects,4
18,Mild Side Effects,1
74,No Side Effects,5
48,Mild Side Effects,5
31,Mild Side Effects,5
89,Mild Side Effects,4
7,No Side Effects,1
10,Moderate Side Effects,2
35,No Side Effects,5
28,Mild Side Effects,5
7,Mild Side Effects,5
81,No Side Effects,5
10,Mild Side Effects,1
24,Mild Side Effects,1
113,Mild Side Effects,5
10,Moderate Side Effects,5
7,Extremely Severe Side Effects,2
12,Moderate Side Effects,5
8,Mild Side Effects,1
84,Mild Side Effects,4
36,Severe Side Effects,1
8,Mild Side Effects,5
51,Mild Side Effects,5
213,Severe Side Effects,4
117,No Side Effects,5
3,No Side Effects,4
14,Mild Side Effects,5
25,Mild Side Effects,5
0,Mild Side Effects,1
141,Mild Side Effects,5
50,Mild Side Effects,5
0,Mild Side Effects,3
16,Moderate Side Effects,4
8,No Side Effects,1
16,No Side Effects,5
10,No Side Effects,5
11,No Side Effects,5
29,Moderate Side Effects,1
5,Mild Side Effects,5
6,Severe Side Effects,5
23,Severe Side Effects,5
17,Moderate Side Effects,5
0,Severe Side Effects,5
3,Moderate Side Effects,5
36,Mild Side Effects,2
55,Mild Side Effects,5
1,No Side Effects,5
30,No Side Effects,3
2,Mild Side Effects,5
27,No Side Effects,5
99,Mild Side Effects,5
12,Moderate Side Effects,1
33,Mild Side Effects,5
3,Mild Side Effects,5
0,Moderate Side Effects,5
37,Severe Side Effects,2
1,Moderate Side Effects,3
6,Severe Side Effects,3
46,Severe Side Effects,5
4,Extremely Severe Side Effects,1
5,Moderate Side Effects,3
5,No Side Effects,5
3,Moderate Side Effects,5
6,Moderate Side Effects,1
14,Moderate Side Effects,5
54,Moderate Side Effects,5
23,Mild Side Effects,2
11,No Side Effects,5
146,Mild Side Effects,1
13,Mild Side Effects,5
24,Mild Side Effects,5
9,Moderate Side Effects,5
31,No Side Effects,4
2,Mild Side Effects,5
0,Extremely Severe Side Effects,4
39,No Side Effects,1
13,Mild Side Effects,5
3,Mild Side Effects,1
2,No Side Effects,5
5,Mild Side Effects,1
24,Moderate Side Effects,5
15,Mild Side Effects,2
0,No Side Effects,1
0,Mild Side Effects,4
46,Mild Side Effects,5
4,Moderate Side Effects,2
35,No Side Effects,2
102,No Side Effects,3
82,No Side Effects,5
14,Mild Side Effects,5
24,No Side Effects,1
1,Moderate Side Effects,4
102,Moderate Side Effects,5
32,Mild Side Effects,4
86,No Side Effects,5
6,Moderate Side Effects,5
4,Mild Side Effects,5
24,No Side Effects,1
10,No Side Effects,5
65,Moderate Side Effects,5
36,No Side Effects,5
11,Severe Side Effects,1
23,No Side Effects,1
1,Mild Side Effects,5
57,Extremely Severe Side Effects,5
63,No Side Effects,5
74,Mild Side Effects,5
8,Severe Side Effects,5
5,Moderate Side Effects,1
50,No Side Effects,2
11,Moderate Side Effects,4
26,No Side Effects,3
2,Severe Side Effects,1
181,Mild Side Effects,5
30,Severe Side Effects,5
62,Mild Side Effects,5
1,Mild Side Effects,2
18,No Side Effects,1
24,Mild Side Effects,5
12,Moderate Side Effects,5
6,No Side Effects,3
20,Severe Side Effects,5
65,Mild Side Effects,3
28,Severe Side Effects,4
64,No Side Effects,5
13,No Side Effects,4
43,Mild Side Effects,1
22,Mild Side Effects,1
37,Severe Side Effects,4
14,Mild Side Effects,1
115,No Side Effects,1
4,No Side Effects,3
117,Mild Side Effects,5
40,Moderate Side Effects,4
15,Severe Side Effects,5
3,No Side Effects,5
4,Mild Side Effects,2
28,Extremely Severe Side Effects,5
0,Mild Side Effects,3
